ID	Height
A104539	70
A104540	70
A104541	68
A104542	73
A104543	64
A104544	62
A104545	71
A104546	64
A104547	70
A104548	62
A104549	71
A104550	66
A104551	71
A104552	68
A104553	63
A104554	77
A104555	67
A104556	69
A104557	68
A104558	69
A104559	69
A104560	74
A104561	67
A104562	69
A104563	72
A104564	71
A104565	64
A104566	70
A104567	75
A104568	73
A104569	62
A104570	70
A104571	67
A104572	66
A104573	64
A104574	69
A104575	64
A104576	72
A104577	69
A104578	70
A104579	68
A104580	72
A104581	65
A104582	66
A104583	66
A104584	68
A104585	63
A104586	69
A104587	75
A104588	72
A104589	69
A104590	72
A104591	64
A104592	77
A104593	73
A104594	76
A104595	67
A104596	71
A104597	70
A104598	69
A104599	77
A104600	77
A104601	64
A104602	73
A104603	72
A104604	73
A104605	63
A104606	68
A104607	69
A104608	71
A104609	71
A104610	72
A104611	71
A104612	72
A104613	72
A104614	68
A104615	74
A104616	68
A104617	64
A104618	66
A104619	73
A104620	67
A104621	68
A104622	78
A104623	75
A104624	60
A104625	67
A104626	74
A104627	73
A104628	68
A104629	73
A104630	75
A104631	70
A104632	71
A104633	73
A104634	68
A104635	72
A104636	71
A104637	69
A104638	63
A104639	67
A104640	74
A104641	74
A104642	72
A104643	74
A104644	68
A104645	73
A104646	73
A104647	70
A104648	67
A104649	68
A104650	67
A104651	70
A104652	70
A104653	66
A104654	74
A104655	68
A104656	72
A104657	65
A104658	67
A104659	68
A104660	64
A104661	66
A104662	70
A104663	73
A104664	72
A104665	70
A104666	73
A104667	67
A104668	71
A104669	67
A104670	70
A104671	70
A104672	68
A104673	68
A104674	77
A104675	70
A104676	76
A104677	71
A104678	68
A104679	74
A104680	65
A104681	70
A104682	74
A104683	70
A104684	78
A104685	71
A104686	71
A104687	74
A104688	73
A104689	69
A104690	71
A104691	73
A104692	73
A104693	68
A104694	70
A104695	62
A104696	69
A104697	70
A104698	68
A104699	68
A104700	69
A104701	71
A104702	66
A104703	69
A104704	69
A104705	72
A104706	74
A104707	66
A104708	70
A104709	71
A104710	65
A104711	64
A104712	65
A104713	63
A104714	69
A104715	72
A104716	70
A104717	63
A104718	71
A104719	76
A104720	73
A104721	69
A104722	66
A104723	76
A104724	67
A104725	66
A104726	73
A104727	68
A104728	66
A104729	72
A104730	69
A104731	66
A104732	72
A104733	73
A104734	65
A104735	74
A104736	69
A104737	59
A104738	66
A104739	81
A104740	68
A104741	67
A104742	75
A104743	69
A104744	72
A104745	74
A104746	65
A104747	67
A104748	65
A104749	72
A104750	73
A104751	73
A104752	67
A104753	73
A104754	67
A104755	62
A104756	70
A104757	70
A104758	65
A104759	64
A104760	69
A104761	66
A104762	69
A104763	75
A104764	75
A104765	70
A104766	65
A104767	69
A104768	78
A104769	75
A104770	71
A104771	71
A104772	69
A104773	74
A104774	79
A104775	66
A104776	69
A104777	63
A104778	76
A104779	71
A104780	68
A104781	71
A104782	67
A104783	67
A104784	75
A104785	67
A104786	71
A104787	66
A104788	62
A104789	71
A104790	76
A104791	79
A104792	77
A104793	73
A104794	74
A104795	70
A104796	70
A104797	72
A104798	70
A104799	71
A104800	72
A104801	70
A104802	73
A104803	68
A104804	71
A104805	75
A104806	62
A104807	73
A104808	67
A104809	72
A104810	75
A104811	65
A104812	70
A104813	65
A104814	75
A104815	71
A104816	75
A104817	72
A104818	65
A104819	77
A104820	71
A104821	69
A104822	67
A104823	74
A104824	76
A104825	70
A104826	70
A104827	66
A104828	68
A104829	65
A104830	73
A104831	73
A104832	75
A104833	70
A104834	72
A104835	75
A104836	75
A104837	72
A104838	70
A104839	75
A104840	70
A104841	72
A104842	61
A104843	62
A104844	69
A104845	67
A104846	76
A104847	78
A104848	71
A104849	65
A104850	71
A104851	66
A104852	67
A104853	68
A104854	68
A104855	68
A104856	72
A104857	73
A104858	66
A104859	68
A104860	70
A104861	74
A104862	72
A104863	73
A104864	73
A104865	73
A104866	64
A104867	63
A104868	65
A104869	65
A104870	68
A104871	68
A104872	77
A104873	68
A104874	68
A104875	72
A104876	69
A104877	71
A104878	68
A104879	66
A104880	71
A104881	66
A104882	73
A104883	67
A104884	74
A104885	68
A104886	71
A104887	72
A104888	65
A104889	62
A104890	72
A104891	72
A104892	73
A104893	71
A104894	77
A104895	66
A104896	76
A104897	77
A104898	70
A104899	74
A104900	69
A104901	71
A104902	69
A104903	69
A104904	68
A104905	74
A104906	66
A104907	66
A104908	75
A104909	80
A104910	72
A104911	77
A104912	71
A104913	64
A104914	68
A104915	68
A104916	67
A104917	67
A104918	69
A104919	62
A104920	73
A104921	66
A104922	70
A104923	80
A104924	66
A104925	67
A104926	68
A104927	74
A104928	72
A104929	66
A104930	69
A104931	75
A104932	67
A104933	78
A104934	65
A104935	73
A104936	74
A104937	70
A104938	69
A104939	72
A104940	68
A104941	63
A104942	65
A104943	65
A104944	70
A104945	62
A104946	70
A104947	70
A104948	72
A104949	65
A104950	73
A104951	64
A104952	81
A104953	70
A104954	65
A104955	64
A104956	72
A104957	73
A104958	63
A104959	70
A104960	73
A104961	69
A104962	71
A104963	65
A104964	67
A104965	78
A104966	70
A104967	70
A104968	76
A104969	76
A104970	70
A104971	69
A104972	71
A104973	73
A104974	68
A104975	71
A104976	70
A104977	69
A104978	68
A104979	68
A104980	74
A104981	67
A104982	69
A104983	71
A104984	76
A104985	71
A104986	71
A104987	73
A104988	80
A104989	77
A104990	64
A104991	64
A104992	69
A104993	66
A104994	69
A104995	73
A104996	64
A104997	73
A104998	67
A104999	70
A105000	70
A105001	63
A105002	69
A105003	74
A105004	74
A105005	70
A105006	72
A105007	71
A105008	73
A105009	72
A105010	72
A105011	61
A105012	77
A105013	64
A105014	72
A105015	64
A105016	70
A105017	73
A105018	71
A105019	61
A105020	80
A105021	76
A105022	70
A105023	71
A105024	66
A105025	67
A105026	65
A105027	74
A105028	75
A105029	73
A105030	72
A105031	65
A105032	63
A105033	73
A105034	65
A105035	77
A105036	74
A105037	64
A105038	68
A105039	70
A105040	63
A105041	71
A105042	76
A105043	66
A105044	69
A105045	69
A105046	68
A105047	65
A105048	74
A105049	74
A105050	76
A105051	70
A105052	71
A105053	74
A105054	63
A105055	67
A105056	72
A105057	69
A105058	76
A105059	70
A105060	64
A105061	67
A105062	70
A105063	75
A105064	65
A105065	66
A105066	68
A105067	65
A105068	71
A105069	71
A105070	70
A105071	76
A105072	70
A105073	77
A105074	68
A105075	69
A105076	66
A105077	72
A105078	64
A105079	69
A105080	69
A105081	66
A105082	67
A105083	76
A105084	68
A105085	68
A105086	75
A105087	69
A105088	72
A105089	71
A105090	80
A105091	67
A105092	68
A105093	71
A105094	71
A105095	71
A105096	75
A105097	71
A105098	67
A105099	77
A105100	74
A105101	71
A105102	70
A105103	72
A105104	66
A105105	78
A105106	73
A105107	61
A105108	67
A105109	72
A105110	66
A105111	68
A105112	68
A105113	70
A105114	75
A105115	68
A105116	66
A105117	60
A105118	79
A105119	67
A105120	62
A105121	77
A105122	72
A105123	74
A105124	69
A105125	73
A105126	73
A105127	72
A105128	69
A105129	81
A105130	69
A105131	64
A105132	73
A105133	70
A105134	71
A105135	61
A105136	69
A105137	67
A105138	71
A105139	69
A105140	71
A105141	76
A105142	63
A105143	69
A105144	73
A105145	73
A105146	63
A105147	72
A105148	69
A105149	67
A105150	72
A105151	72
A105152	72
A105153	70
A105154	62
A105155	69
A105156	73
A105157	72
A105158	81
A105159	72
A105160	73
A105161	73
A105162	70
A105163	66
A105164	63
A105165	76
A105166	74
A105167	73
A105168	71
A105169	69
A105170	72
A105171	70
A105172	68
A105173	69
A105174	76
A105175	70
A105176	70
A105177	76
A105178	68
A105179	75
A105180	70
A105181	68
A105182	67
A105183	72
A105184	69
A105185	70
A105186	82
A105187	72
A105188	64
A105189	73
A105190	72
A105191	72
A105192	70
A105193	72
A105194	68
A105195	77
A105196	68
A105197	74
A105198	67
A105199	73
A105200	69
A105201	69
A105202	70
A105203	72
A105204	76
A105205	71
A105206	67
A105207	70
A105208	67
A105209	72
A105210	69
A105211	74
A105212	74
A105213	67
A105214	69
A105215	74
A105216	70
A105217	73
A105218	66
A105219	73
A105220	71
A105221	71
A105222	69
A105223	70
A105224	69
A105225	66
A105226	69
A105227	75
A105228	74
A105229	72
A105230	70
A105231	75
A105232	74
A105233	70
A105234	69
A105235	66
A105236	75
A105237	65
A105238	66
A105239	66
A105240	64
A105241	73
A105242	69
A105243	72
A105244	69
A105245	69
A105246	72
A105247	78
A105248	61
A105249	64
A105250	69
A105251	65
A105252	73
A105253	66
A105254	60
A105255	73
A105256	70
A105257	70
A105258	69
A105259	68
A105260	69
A105261	72
A105262	73
A105263	67
A105264	74
A105265	74
A105266	73
A105267	63
A105268	62
A105269	68
A105270	71
A105271	66
A105272	71
A105273	77
A105274	65
A105275	71
A105276	70
A105277	65
A105278	70
A105279	69
A105280	71
A105281	68
A105282	74
A105283	85
A105284	69
A105285	69
A105286	73
A105287	69
A105288	65
A105289	66
A105290	74
A105291	68
A105292	76
A105293	73
A105294	68
A105295	79
A105296	76
A105297	65
A105298	66
A105299	75
A105300	71
A105301	71
A105302	70
A105303	68
A105304	70
A105305	64
A105306	71
A105307	73
A105308	61
A105309	66
A105310	66
A105311	70
A105312	76
A105313	69
A105314	67
A105315	67
A105316	69
A105317	74
A105318	80
A105319	76
A105320	66
A105321	62
A105322	73
A105323	73
A105324	67
A105325	77
A105326	64
A105327	65
A105328	76
A105329	65
A105330	76
A105331	67
A105332	76
A105333	74
A105334	73
A105335	71
A105336	71
A105337	72
A105338	76
A105339	73
A105340	70
A105341	70
A105342	72
A105343	66
A105344	63
A105345	74
A105346	68
A105347	66
A105348	75
A105349	72
A105350	78
A105351	63
A105352	67
A105353	69
A105354	75
A105355	70
A105356	74
A105357	70
A105358	68
A105359	70
A105360	73
A105361	72
A105362	65
A105363	70
A105364	72
A105365	74
A105366	63
A105367	67
A105368	71
A105369	69
A105370	73
A105371	62
A105372	71
A105373	72
A105374	79
A105375	66
A105376	61
A105377	71
A105378	76
A105379	76
A105380	69
A105381	66
A105382	62
A105383	65
A105384	70
A105385	73
A105386	69
A105387	68
A105388	64
A105389	64
A105390	72
A105391	68
A105392	76
A105393	79
A105394	63
A105395	73
A105396	75
A105397	70
A105398	61
A105399	68
A105400	77
A105401	63
A105402	69
A105403	69
A105404	67
A105405	64
A105406	70
A105407	65
A105408	68
A105409	70
A105410	70
A105411	65
A105412	74
A105413	70
A105414	74
A105415	73
A105416	70
A105417	77
A105418	73
A105419	65
A105420	72
A105421	74
A105422	67
A105423	63
A105424	69
A105425	67
A105426	75
A105427	76
A105428	66
A105429	66
A105430	71
A105431	70
A105432	62
A105433	73
A105434	66
A105435	79
A105436	62
A105437	65
A105438	72
A105439	69
A105440	68
A105441	69
A105442	71
A105443	70
A105444	64
A105445	71
A105446	68
A105447	70
A105448	68
A105449	72
A105450	71
A105451	69
A105452	69
A105453	68
A105454	67
A105455	73
A105456	74
A105457	71
A105458	59
A105459	62
A105460	65
A105461	66
A105462	76
A105463	75
A105464	69
A105465	80
A105466	74
A105467	68
A105468	69
A105469	68
A105470	77
A105471	75
A105472	73
A105473	69
A105474	66
A105475	72
A105476	79
A105477	75
A105478	63
A105479	70
A105480	70
A105481	66
A105482	77
A105483	72
A105484	72
A105485	76
A105486	66
A105487	66
A105488	68
A105489	69
A105490	71
A105491	68
A105492	63
A105493	75
A105494	71
A105495	72
A105496	69
A105497	73
A105498	69
A105499	65
A105500	73
A105501	66
A105502	63
A105503	68
A105504	65
A105505	73
A105506	72
A105507	69
A105508	76
A105509	74
A105510	73
A105511	66
A105512	65
A105513	71
A105514	70
A105515	72
A105516	69
A105517	66
A105518	76
A105519	70
A105520	71
A105521	69
A105522	76
A105523	76
A105524	69
A105525	66
A105526	70
A105527	68
A105528	69
A105529	65
A105530	75
A105531	67
A105532	75
A105533	74
A105534	70
A105535	76
A105536	69
A105537	68
A105538	69
A105539	59
A105540	77
A105541	68
A105542	73
A105543	66
A105544	74
A105545	69
A105546	74
A105547	75
A105548	77
A105549	76
A105550	67
A105551	73
A105552	70
A105553	71
A105554	66
A105555	76
A105556	68
A105557	72
A105558	68
A105559	63
A105560	68
A105561	68
A105562	67
A105563	68
A105564	66
A105565	74
A105566	67
A105567	74
A105568	76
A105569	69
A105570	74
A105571	63
A105572	71
A105573	68
A105574	72
A105575	71
A105576	72
A105577	69
A105578	76
A105579	68
A105580	68
A105581	66
A105582	68
A105583	72
A105584	68
A105585	72
A105586	62
A105587	70
A105588	70
A105589	68
A105590	68
A105591	66
A105592	73
A105593	72
A105594	63
A105595	74
A105596	71
A105597	71
A105598	65
A105599	77
A105600	70
A105601	75
A105602	71
A105603	70
A105604	66
A105605	65
A105606	79
A105607	68
A105608	68
A105609	69
A105610	71
A105611	70
A105612	77
A105613	69
A105614	73
A105615	74
A105616	73
A105617	63
A105618	63
A105619	74
A105620	72
A105621	70
A105622	63
A105623	74
A105624	69
A105625	69
A105626	69
A105627	68
A105628	71
A105629	69
A105630	66
A105631	64
A105632	74
A105633	70
A105634	64
A105635	65
A105636	68
A105637	72
A105638	64
A105639	71
A105640	63
A105641	70
A105642	77
A105643	69
A105644	71
A105645	65
A105646	64
A105647	65
A105648	63
A105649	64
A105650	65
A105651	74
A105652	73
A105653	80
A105654	76
A105655	71
A105656	66
A105657	72
A105658	70
A105659	66
A105660	68
A105661	81
A105662	79
A105663	69
A105664	70
A105665	64
A105666	71
A105667	61
A105668	68
A105669	77
A105670	67
A105671	64
A105672	66
A105673	74
A105674	73
A105675	73
A105676	65
A105677	64
A105678	70
A105679	71
A105680	74
A105681	66
A105682	71
A105683	76
A105684	72
A105685	69
A105686	67
A105687	66
A105688	72
A105689	69
A105690	71
A105691	69
A105692	77
A105693	66
A105694	75
A105695	60
A105696	73
A105697	76
A105698	72
A105699	74
A105700	69
A105701	71
A105702	75
A105703	75
A105704	72
A105705	75
A105706	71
A105707	76
A105708	71
A105709	61
A105710	64
A105711	67
A105712	70
A105713	74
A105714	64
A105715	67
A105716	74
A105717	68
A105718	67
A105719	70
A105720	68
A105721	71
A105722	81
A105723	71
A105724	68
A105725	77
A105726	64
A105727	70
A105728	74
A105729	74
A105730	71
A105731	67
A105732	75
A105733	76
A105734	71
A105735	70
A105736	68
A105737	66
A105738	74
A105739	73
A105740	70
A105741	67
A105742	64
A105743	71
A105744	67
A105745	63
A105746	66
A105747	67
A105748	75
A105749	65
A105750	65
A105751	72
A105752	65
A105753	68
A105754	74
A105755	68
A105756	72
A105757	72
A105758	64
A105759	66
A105760	63
A105761	69
A105762	68
A105763	67
A105764	71
A105765	69
A105766	67
A105767	69
A105768	67
A105769	71
A105770	71
A105771	62
A105772	66
A105773	70
A105774	73
A105775	63
A105776	76
A105777	65
A105778	59
A105779	65
A105780	66
A105781	77
A105782	58
A105783	70
A105784	77
A105785	76
A105786	72
A105787	73
A105788	65
A105789	74
A105790	68
A105791	72
A105792	70
A105793	70
A105794	72
A105795	77
A105796	62
A105797	65
A105798	69
A105799	67
A105800	76
A105801	73
A105802	67
A105803	70
A105804	69
A105805	71
A105806	71
A105807	74
A105808	69
A105809	74
A105810	68
A105811	78
A105812	71
A105813	65
A105814	67
A105815	74
A105816	75
A105817	75
A105818	78
A105819	62
A105820	68
A105821	74
A105822	71
A105823	74
A105824	74
A105825	66
A105826	72
A105827	62
A105828	74
A105829	68
A105830	68
A105831	68
A105832	64
A105833	70
A105834	75
A105835	68
A105836	75
A105837	75
A105838	65
A105839	72
A105840	69
A105841	67
A105842	67
A105843	73
A105844	67
A105845	72
A105846	71
A105847	77
A105848	74
A105849	75
A105850	70
A105851	64
A105852	72
A105853	75
A105854	74
A105855	69
A105856	66
A105857	69
A105858	76
A105859	67
A105860	72
A105861	70
A105862	67
A105863	72
A105864	71
A105865	72
A105866	67
A105867	74
A105868	72
A105869	67
A105870	73
A105871	64
A105872	73
A105873	67
A105874	64
A105875	70
A105876	67
A105877	74
A105878	77
A105879	73
A105880	73
A105881	68
A105882	65
A105883	60
A105884	67
A105885	76
A105886	72
A105887	73
A105888	74
A105889	78
A105890	68
A105891	79
A105892	72
A105893	67
A105894	66
A105895	65
A105896	70
A105897	70
A105898	75
A105899	73
A105900	70
A105901	69
A105902	71
A105903	69
A105904	70
A105905	73
A105906	72
A105907	74
A105908	71
A105909	69
A105910	64
A105911	79
A105912	66
A105913	67
A105914	74
A105915	63
A105916	68
A105917	72
A105918	70
A105919	68
A105920	69
A105921	74
A105922	67
A105923	68
A105924	68
A105925	70
A105926	66
A105927	62
A105928	71
A105929	64
A105930	67
A105931	71
A105932	76
A105933	73
A105934	66
A105935	64
A105936	64
A105937	70
A105938	69
A105939	74
A105940	69
A105941	73
A105942	73
A105943	74
A105944	77
A105945	79
A105946	71
A105947	71
A105948	74
A105949	67
A105950	73
A105951	65
A105952	69
A105953	70
A105954	68
A105955	71
A105956	76
A105957	73
A105958	65
A105959	75
A105960	69
A105961	67
A105962	71
A105963	68
A105964	70
A105965	80
A105966	67
A105967	75
A105968	66
A105969	71
A105970	70
A105971	72
A105972	65
A105973	71
A105974	69
A105975	70
A105976	67
A105977	71
A105978	72
A105979	78
A105980	71
A105981	69
A105982	72
A105983	68
A105984	68
A105985	74
A105986	71
A105987	73
A105988	67
A105989	76
A105990	73
A105991	71
A105992	69
A105993	63
A105994	71
A105995	75
A105996	68
A105997	67
A105998	69
A105999	73
A106000	69
A106001	63
A106002	72
A106003	74
A106004	68
A106005	62
A106006	65
A106007	73
A106008	70
A106009	73
A106010	64
A106011	64
A106012	74
A106013	70
A106014	72
A106015	67
A106016	62
A106017	59
A106018	69
A106019	72
A106020	64
A106021	72
A106022	66
A106023	68
A106024	68
A106025	74
A106026	68
A106027	74
A106028	67
A106029	71
A106030	67
A106031	71
A106032	76
A106033	65
A106034	72
A106035	68
A106036	71
A106037	67
A106038	67
A106039	69
A106040	76
A106041	67
A106042	84
A106043	70
A106044	63
A106045	74
A106046	72
A106047	67
A106048	68
A106049	75
A106050	72
A106051	65
A106052	78
A106053	71
A106054	70
A106055	69
A106056	65
A106057	67
A106058	75
A106059	68
A106060	65
A106061	75
A106062	69
A106063	65
A106064	74
A106065	63
A106066	73
A106067	68
A106068	72
A106069	71
A106070	66
A106071	69
A106072	64
A106073	68
A106074	70
A106075	75
A106076	67
A106077	69
A106078	65
A106079	75
A106080	70
A106081	73
A106082	73
A106083	68
A106084	72
A106085	71
A106086	71
A106087	77
A106088	63
A106089	61
A106090	74
A106091	74
A106092	74
A106093	74
A106094	70
A106095	65
A106096	64
A106097	61
A106098	72
A106099	67
A106100	66
A106101	66
A106102	70
A106103	75
A106104	76
A106105	72
A106106	75
A106107	64
A106108	72
A106109	66
A106110	71
A106111	66
A106112	73
A106113	66
A106114	67
A106115	73
A106116	71
A106117	71
A106118	71
A106119	71
A106120	65
A106121	64
A106122	75
A106123	72
A106124	69
A106125	73
A106126	69
A106127	72
A106128	66
A106129	65
A106130	74
A106131	74
A106132	68
A106133	72
A106134	75
A106135	70
A106136	70
A106137	71
A106138	67
A106139	71
A106140	73
A106141	75
A106142	69
A106143	69
A106144	66
A106145	69
A106146	67
A106147	63
A106148	70
A106149	70
A106150	77
A106151	78
A106152	72
A106153	68
A106154	72
A106155	64
A106156	66
A106157	63
A106158	60
A106159	68
A106160	69
A106161	72
A106162	66
A106163	69
A106164	71
A106165	72
A106166	68
A106167	76
A106168	72
A106169	72
A106170	74
A106171	76
A106172	66
A106173	68
A106174	69
A106175	66
A106176	70
A106177	67
A106178	71
A106179	74
A106180	68
A106181	68
A106182	74
A106183	71
A106184	68
A106185	71
A106186	65
A106187	68
A106188	67
A106189	68
A106190	69
A106191	69
A106192	80
A106193	71
A106194	69
A106195	71
A106196	67
A106197	76
A106198	65
A106199	61
A106200	74
A106201	67
A106202	73
A106203	70
A106204	62
A106205	75
A106206	70
A106207	74
A106208	71
A106209	59
A106210	63
A106211	76
A106212	67
A106213	80
A106214	68
A106215	72
A106216	72
A106217	74
A106218	75
A106219	74
A106220	66
A106221	73
A106222	68
A106223	72
A106224	64
A106225	73
A106226	77
A106227	70
A106228	70
A106229	66
A106230	74
A106231	65
A106232	76
A106233	68
A106234	69
A106235	65
A106236	73
A106237	62
A106238	67
A106239	70
A106240	75
A106241	71
A106242	67
A106243	76
A106244	69
A106245	74
A106246	70
A106247	68
A106248	62
A106249	74
A106250	74
A106251	71
A106252	74
A106253	60
A106254	69
A106255	66
A106256	71
A106257	75
A106258	67
A106259	72
A106260	62
A106261	72
A106262	73
A106263	71
A106264	70
A106265	64
A106266	67
A106267	70
A106268	72
A106269	70
A106270	67
A106271	68
A106272	70
A106273	67
A106274	64
A106275	65
A106276	65
A106277	68
A106278	73
A106279	66
A106280	75
A106281	66
A106282	68
A106283	72
A106284	65
A106285	66
A106286	71
A106287	61
A106288	67
A106289	72
A106290	73
A106291	65
A106292	70
A106293	68
A106294	65
A106295	67
A106296	73
A106297	69
A106298	67
A106299	74
A106300	71
A106301	65
A106302	67
A106303	71
A106304	67
A106305	71
A106306	63
A106307	74
A106308	70
A106309	81
A106310	63
A106311	70
A106312	70
A106313	74
A106314	65
A106315	71
A106316	73
A106317	73
A106318	68
A106319	71
A106320	70
A106321	65
A106322	70
A106323	67
A106324	72
A106325	70
A106326	65
A106327	69
A106328	70
A106329	68
A106330	68
A106331	71
A106332	70
A106333	76
A106334	70
A106335	69
A106336	71
A106337	70
A106338	74
A106339	66
A106340	71
A106341	69
A106342	67
A106343	73
A106344	71
A106345	63
A106346	72
A106347	68
A106348	78
A106349	69
A106350	72
A106351	69
A106352	73
A106353	64
A106354	67
A106355	67
A106356	70
A106357	74
A106358	74
A106359	69
A106360	70
A106361	73
A106362	72
A106363	71
A106364	66
A106365	66
A106366	69
A106367	73
A106368	73
A106369	67
A106370	74
A106371	73
A106372	74
A106373	67
A106374	69
A106375	69
A106376	77
A106377	68
A106378	65
A106379	68
A106380	70
A106381	70
A106382	73
A106383	74
A106384	76
A106385	71
A106386	68
A106387	68
A106388	71
A106389	63
A106390	68
A106391	69
A106392	69
A106393	67
A106394	76
A106395	68
A106396	71
A106397	64
A106398	76
A106399	76
A106400	65
A106401	68
A106402	71
A106403	64
A106404	72
A106405	71
A106406	72
A106407	76
A106408	71
A106409	82
A106410	71
A106411	76
A106412	68
A106413	71
A106414	69
A106415	72
A106416	67
A106417	78
A106418	67
A106419	67
A106420	77
A106421	70
A106422	65
A106423	73
A106424	74
A106425	68
A106426	69
A106427	75
A106428	71
A106429	69
A106430	73
A106431	69
A106432	70
A106433	73
A106434	67
A106435	70
A106436	72
A106437	77
A106438	69
A106439	68
A106440	74
A106441	67
A106442	71
A106443	67
A106444	68
A106445	71
A106446	66
A106447	74
A106448	70
A106449	70
A106450	70
A106451	70
A106452	68
A106453	73
A106454	69
A106455	66
A106456	70
A106457	74
A106458	72
A106459	63
A106460	70
A106461	72
A106462	77
A106463	66
A106464	71
A106465	72
A106466	66
A106467	69
A106468	65
A106469	69
A106470	77
A106471	77
A106472	66
A106473	72
A106474	64
A106475	66
A106476	70
A106477	70
A106478	73
A106479	74
A106480	67
A106481	71
A106482	74
A106483	67
A106484	74
A106485	76
A106486	66
A106487	75
A106488	72
A106489	70
A106490	71
A106491	70
A106492	70
A106493	69
A106494	73
A106495	78
A106496	70
A106497	72
A106498	70
A106499	70
A106500	75
A106501	69
A106502	65
A106503	69
A106504	65
A106505	69
A106506	72
A106507	69
A106508	69
A106509	72
A106510	68
A106511	77
A106512	68
A106513	65
A106514	74
A106515	67
A106516	64
A106517	72
A106518	70
A106519	72
A106520	73
A106521	71
A106522	78
A106523	71
A106524	63
A106525	77
A106526	65
A106527	68
A106528	67
A106529	74
A106530	66
A106531	72
A106532	74
A106533	79
A106534	81
A106535	69
A106536	74
A106537	77
A106538	68
A106539	71
A106540	69
A106541	67
A106542	70
A106543	67
A106544	65
A106545	72
A106546	61
A106547	67
A106548	65
A106549	71
A106550	71
A106551	70
A106552	66
A106553	78
A106554	70
A106555	68
A106556	69
A106557	65
A106558	60
A106559	67
A106560	68
A106561	74
A106562	74
A106563	71
A106564	74
A106565	67
A106566	74
A106567	71
A106568	69
A106569	68
A106570	64
A106571	63
A106572	73
A106573	75
A106574	71
A106575	78
A106576	70
A106577	79
A106578	71
A106579	71
A106580	79
A106581	75
A106582	72
A106583	72
A106584	77
A106585	65
A106586	71
A106587	69
A106588	68
A106589	66
A106590	68
A106591	73
A106592	70
A106593	73
A106594	62
A106595	70
A106596	70
A106597	64
A106598	67
A106599	76
A106600	72
A106601	67
A106602	63
A106603	64
A106604	71
A106605	66
A106606	72
A106607	67
A106608	67
A106609	70
A106610	63
A106611	73
A106612	75
A106613	77
A106614	69
A106615	72
A106616	64
A106617	76
A106618	68
A106619	72
A106620	67
A106621	73
A106622	74
A106623	86
A106624	69
A106625	69
A106626	69
A106627	69
A106628	72
A106629	70
A106630	68
A106631	64
A106632	69
A106633	70
A106634	73
A106635	67
A106636	71
A106637	69
A106638	69
A106639	70
A106640	70
A106641	70
A106642	75
A106643	68
A106644	71
A106645	67
A106646	69
A106647	63
A106648	71
A106649	71
A106650	63
A106651	73
A106652	72
A106653	62
A106654	69
A106655	64
A106656	61
A106657	76
A106658	70
A106659	78
A106660	69
A106661	69
A106662	67
A106663	76
A106664	69
A106665	66
A106666	64
A106667	74
A106668	77
A106669	71
A106670	75
A106671	71
A106672	68
A106673	72
A106674	73
A106675	70
A106676	72
A106677	77
A106678	73
A106679	73
A106680	65
A106681	72
A106682	75
A106683	61
A106684	66
A106685	74
A106686	73
A106687	74
A106688	69
A106689	67
A106690	76
A106691	69
A106692	67
A106693	62
A106694	73
A106695	71
A106696	75
A106697	72
A106698	82
A106699	68
A106700	64
A106701	64
A106702	64
A106703	70
A106704	59
A106705	64
A106706	70
A106707	65
A106708	72
A106709	68
A106710	75
A106711	66
A106712	71
A106713	68
A106714	74
A106715	73
A106716	68
A106717	69
A106718	69
A106719	75
A106720	66
A106721	66
A106722	79
A106723	68
A106724	70
A106725	70
A106726	67
A106727	66
A106728	65
A106729	68
A106730	73
A106731	64
A106732	71
A106733	65
A106734	67
A106735	66
A106736	67
A106737	73
A106738	73
A106739	76
A106740	68
A106741	61
A106742	62
A106743	72
A106744	69
A106745	70
A106746	71
A106747	71
A106748	63
A106749	69
A106750	67
A106751	65
A106752	67
A106753	71
A106754	69
A106755	67
A106756	70
A106757	70
A106758	74
A106759	71
A106760	66
A106761	66
A106762	72
A106763	74
A106764	67
A106765	75
A106766	80
A106767	62
A106768	72
A106769	69
A106770	71
A106771	68
A106772	78
A106773	70
A106774	62
A106775	69
A106776	73
A106777	71
A106778	71
A106779	74
A106780	67
A106781	72
A106782	68
A106783	71
A106784	77
A106785	64
A106786	74
A106787	71
A106788	73
A106789	70
A106790	74
A106791	71
A106792	74
A106793	67
A106794	74
A106795	68
A106796	61
A106797	67
A106798	74
A106799	72
A106800	65
A106801	75
A106802	73
A106803	74
A106804	72
A106805	67
A106806	79
A106807	75
A106808	72
A106809	72
A106810	67
A106811	69
A106812	76
A106813	66
A106814	72
A106815	68
A106816	70
A106817	62
A106818	64
A106819	67
A106820	71
A106821	63
A106822	77
A106823	68
A106824	69
A106825	69
A106826	65
A106827	73
A106828	65
A106829	68
A106830	71
A106831	71
A106832	80
A106833	68
A106834	74
A106835	67
A106836	70
A106837	75
A106838	65
A106839	69
A106840	67
A106841	68
A106842	68
A106843	63
A106844	66
A106845	64
A106846	67
A106847	65
A106848	69
A106849	69
A106850	80
A106851	71
A106852	66
A106853	74
A106854	74
A106855	69
A106856	67
A106857	70
A106858	65
A106859	67
A106860	70
A106861	68
A106862	69
A106863	62
A106864	69
A106865	74
A106866	72
A106867	69
A106868	72
A106869	71
A106870	73
